artist_snep,lastfm_name,mbid,listeners,playcount,tags,lastfm_url
ARCHIVE,Archive,bd513de0-e42f-425e-ae46-817d7bc5fb1c,826590.0,39189739.0,trip-hop|electronic|Progressive rock|alternative|rock,https://www.last.fm/music/Archive
ARCTIC MONKEYS,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,7133571.0,940934005.0,indie rock|indie|british|alternative|rock,https://www.last.fm/music/Arctic+Monkeys
ARETHA FRANKLIN,Aretha Franklin,2f9ecbed-27be-40e6-abca-6de49d50299e,2926542.0,52980860.0,soul|jazz|female vocalists|blues|rhythm and blues,https://www.last.fm/music/Aretha+Franklin
ARIANA GRANDE,Ariana Grande,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,4511842.0,1124434009.0,pop|rnb|female vocalists|Ariana Grande|american,https://www.last.fm/music/Ariana+Grande
ARIELLE DOMBASLE,Arielle Dombasle,9937c3e3-430d-4b1f-8a4a-5879ff618dce,29405.0,371521.0,french|female vocalists|chanson|new age|chanson francaise,https://www.last.fm/music/Arielle+Dombasle
ARIZONA ZERVAS,Arizona Zervas,aa4296e3-f61c-46b5-b4fa-abce5bb62ffb,919903.0,13201829.0,rap|Hip-Hop|rnb|USA|us,https://www.last.fm/music/Arizona+Zervas
ARMAND VAN HELDEN,Armand van Helden,b09b5127-c62e-4bb2-b790-1e4aa18749ed,955592.0,9669023.0,House|electronic|dance|club|trance,https://www.last.fm/music/Armand+van+Helden
ARMIN VAN BUUREN,Armin van Buuren,477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df,1756335.0,61447935.0,trance|progressive trance|electronic|vocal trance|dance,https://www.last.fm/music/Armin+van+Buuren
ARRESTED DEVELOPMENT,Arrested Development,d8b15d32-609e-44a6-bff1-65c4df53a9f1,492383.0,4865413.0,Hip-Hop|rap|hip hop|alternative rap|90s,https://www.last.fm/music/Arrested+Development
ARSENIK,Arsenik,82b1ed23-2693-49a8-9755-2aa9154f6904,25596.0,357914.0,hip hop|french|rap|punk|French hip hop,https://www.last.fm/music/Arsenik
ART DE RUE,Art De Rue,,83.0,218.0,,https://www.last.fm/music/Art+De+Rue
ARTHUR H,Arthur H,8d88f4a3-0cc7-4f5c-a46c-e669786c8e62,118861.0,1249482.0,french|chanson francaise|nouvelle scene francaise|chanson|france,https://www.last.fm/music/Arthur+H
ARTHUR H	AMOUR CHIEN FOU,,,,,,
ASAF AVIDAN,Asaf Avidan,5b9890b9-a2e8-4768-ad70-9f28bb81fc00,482376.0,6241768.0,folk|israeli|singer-songwriter|folk-rock|rock,https://www.last.fm/music/Asaf+Avidan
ASDEK,Asdek,8936dcce-3cab-4934-b1c8-307ae1b9ddd6,12993.0,78039.0,electro|france,https://www.last.fm/music/Asdek
ASH KIDD,Ash Kidd,,9655.0,117846.0,Hip-Hop,https://www.last.fm/music/Ash+Kidd
ASHE,Ashe,36086094-c2a4-49b9-8572-0fbf12fc3409,1180257.0,25876814.0,future garage|trip hop|microhouse|downtempo|ambient house,https://www.last.fm/music/Ashe
ASHH,Ashh,0c776171-70d1-48ff-96f9-6fcd09fb460d,32809.0,737936.0,,https://www.last.fm/music/Ashh
ASHVMA,Ashvma,,6785.0,70453.0,french|rap,https://www.last.fm/music/Ashvma
ASIAN DUB FOUNDATION,Asian Dub Foundation,db612997-f11e-424d-8b41-cf410a433656,465667.0,9421144.0,dub|electronic|Hip-Hop|alternative|trip-hop,https://www.last.fm/music/Asian+Dub+Foundation
ASSASSIN,Assassin,20cf9a2a-7418-42e1-9b36-312cd9c2088f,85243.0,1181927.0,thrash metal|speed metal|german thrash metal|german|Hip-Hop,https://www.last.fm/music/Assassin
ASSIA,Assia,b6b9e1d4-7074-47c0-9e67-6865d38bc275,12464.0,65885.0,french|rnb|pop|Hip-Hop|female vocalists,https://www.last.fm/music/Assia
ATEYABA,Ateyaba,d91b0b0d-76e7-42ce-86be-1d058f479280,34825.0,3590669.0,rap|Hip-Hop|french rap|trap|alternative rap,https://www.last.fm/music/Ateyaba
ATILI,Atili,3db371bd-a9d0-4627-9577-ad4c077af628,15187.0,132282.0,,https://www.last.fm/music/Atili
ATLXS,ATLXS,,348767.0,4848606.0,phonk|brazil|brazilian,https://www.last.fm/music/ATLXS
ATOMIC KITTEN,Atomic Kitten,6fda00c2-449a-4bf4-838f-038d41a07c73,672834.0,6571300.0,pop|british|female vocalists|Girl Groups|britpop,https://www.last.fm/music/Atomic+Kitten
ATTACHING BOY,ATTACHING BOY,,1.0,6.0,,https://www.last.fm/music/ATTACHING+BOY
AVA MAX,Ava Max,add5f522-25df-41c4-815e-0ca9f60b83e4,1603061.0,67699200.0,pop|electropop|female vocalists|american|dance-pop,https://www.last.fm/music/Ava+Max
AVENTURA,Aventura,5f2cb99a-7e59-429f-a44d-3a880edccfb1,1040009.0,25392226.0,bachata|latin|spanish|pop|latino,https://www.last.fm/music/Aventura
AVICII,Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,3381367.0,113533431.0,House|electronic|dance|Progressive House|electro house,https://www.last.fm/music/Avicii
AVRIL LAVIGNE,Avril Lavigne,0103c1cc-4a09-4a5d-a344-56ad99a77193,5169935.0,268924427.0,pop rock|pop|rock|female vocalists|Canadian,https://www.last.fm/music/Avril+Lavigne
AWA IMANI,Awa Imani,4c75bb95-2c92-4029-9522-5b31f5a8218f,2583.0,13528.0,rnb|soul|r&b|female vocalists|soulful,https://www.last.fm/music/Awa+Imani
AXEL BAUER,Axel Bauer,6c3ea02a-6ad2-4e94-9c55-bc8fae2db647,38848.0,262471.0,french|rock|pop|80s|90s,https://www.last.fm/music/Axel+Bauer
AXELLE RED,Axelle Red,2334787c-a3d6-4dd2-a9ef-9c02b35e7485,107971.0,1282692.0,french|belgian|pop|female vocalists|Belgium,https://www.last.fm/music/Axelle+Red
AXWELL,Axwell,4539050e-e355-4c39-bdfa-e74cb67ce365,647005.0,4747419.0,House|dance|electronic|club|swedish,https://www.last.fm/music/Axwell
AYA NAKAMURA,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,510169.0,12531850.0,rnb|pop|mali|french|Hip-Hop,https://www.last.fm/music/Aya+Nakamura
AYESHA CHANEL,Ayesha Chanel,b629da42-c02d-4dc4-b3d5-07d4f35a0b39,256.0,1461.0,,https://www.last.fm/music/Ayesha+Chanel
AYO,Ayo,cb2972b9-29d1-4d47-b5a8-51e1035a6003,332092.0,5477242.0,soul|female vocalists|blues|folk|singer-songwriter,https://www.last.fm/music/Ayo
AYRA STARR,Ayra Starr,c4ac4b97-2eac-46f6-85ae-f916c93847e4,361079.0,7212273.0,rnb|benin|afrobeats|soul|nigeria,https://www.last.fm/music/Ayra+Starr
Ace of Base,Ace of Base,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,1867450.0,25518996.0,pop|90s|dance|swedish|female vocalists,https://www.last.fm/music/Ace+of+Base
Alain Souchon,Alain Souchon,69737ebe-836c-40dc-a938-7e85688426ff,198327.0,2736422.0,chanson francaise|french|pop|chanson|france,https://www.last.fm/music/Alain+Souchon
Ariane Cadier,,,,,,
Artistes contre le sida,Artistes contre le SIDA,,1.0,1.0,,https://www.last.fm/music/Artistes+contre+le+SIDA
B. BOYS,B. Boys,,107.0,431.0,,https://www.last.fm/music/B.+Boys
B. STREISAND/C. DION,,,,,,
B.B. KING,B.B. King,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,1337633.0,20733570.0,blues|blues rock|jazz|guitar|classic rock,https://www.last.fm/music/B.B.+King
B.O.F,B.O.F,,1233.0,69713.0,,https://www.last.fm/music/B.O.F
B.O.F.,B.O.F.,,1870.0,20604.0,french rap|french|Hip-Hop,https://www.last.fm/music/B.O.F.
B.O.F. Version fran,,,,,,
B.S.,B.S.,bc290a1b-b429-469a-aef6-ac3e9885d74e,344.0,2037.0,,https://www.last.fm/music/B.S.
B2K,B2K,e50519c1-6940-40fe-b920-f73f522005e2,447572.0,2722453.0,rnb|Hip-Hop|pop|rap|hip hop,https://www.last.fm/music/B2K
BABYLON ZOO,Babylon Zoo,22459cde-5212-4d97-aa8f-30f0b83eaff0,191989.0,1274576.0,rock|electronic|space rock|alternative|alternative rock,https://www.last.fm/music/Babylon+Zoo
BABYLONE,Babylone,,19716.0,240561.0,algeria|algerian|folk|rock|country,https://www.last.fm/music/Babylone
BACKSTREET BOYS,Backstreet Boys,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,3076615.0,69471009.0,pop|boybands|90s|dance|backstreet boys,https://www.last.fm/music/Backstreet+Boys
BAD BUNNY,Bad Bunny,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,2607892.0,413016010.0,Reggaeton|trap|latin|puerto rico|trap latino,https://www.last.fm/music/Bad+Bunny
BAD WOLVES,Bad Wolves,2002b451-41ec-4e57-b806-a109931743b1,376924.0,6966983.0,groove metal|alternative metal|metalcore|DJENT|metal,https://www.last.fm/music/Bad+Wolves
BAKERMAT,Bakermat,df60a241-e8df-4917-82db-1f1a8ecd7cc3,679070.0,7711833.0,House|deep house|dutch|electronic|chillout,https://www.last.fm/music/Bakermat
BAMBY,Bamby,7fc86b36-3d65-4432-bbcb-112ad45af6a7,15761.0,131444.0,dancehall|trance|House|Berlin|annette humpe,https://www.last.fm/music/Bamby
BANANARAMA,Bananarama,84d06499-0643-46b8-9e1f-45f743a53f5e,1048005.0,9766092.0,80s|pop|female vocalists|new wave|dance,https://www.last.fm/music/Bananarama
BANDE ORIGINALE DE FILM,Bande Originale de Film,,852.0,10247.0,,https://www.last.fm/music/Bande+Originale+de+Film
BANGLES,The Bangles,f31ec2ac-9071-4306-acd1-d2c8321033b5,1516692.0,14441975.0,pop|80s|female vocalists|new wave|rock,https://www.last.fm/music/The+Bangles
BARACK ADAMA,Barack Adama,b9f3c807-703f-4ca8-8428-cb19189001da,7764.0,58086.0,french|rap|Hip-Hop|france,https://www.last.fm/music/Barack+Adama
BARBARA,Barbara,cf8ffbfe-02ba-4b91-a608-9783d91f709a,225222.0,2580304.0,chanson francaise|french|female vocalists|chanson|francais,https://www.last.fm/music/Barbara
BARBARA HENDRICKS,Barbara Hendricks,21b3c493-68fd-4d56-bd93-bed911d21de5,17750.0,115157.0,soprano|opera|female vocalists|Classical|Barbara Hendricks,https://www.last.fm/music/Barbara+Hendricks
BARBARA PRAVI,Barbara Pravi,65e62f84-e581-4375-a650-8f2d394b05b3,218550.0,3384932.0,french|chanson|france|pop|Eurovision,https://www.last.fm/music/Barbara+Pravi
BARBRA STREISAND,Barbra Streisand,56cd15a1-0d74-438b-8244-c96ffe1cae03,974174.0,15523737.0,female vocalists|pop|80s|diva|70s,https://www.last.fm/music/Barbra+Streisand
BARCLAY JAMES HARVEST,Barclay James Harvest,3ab1e5df-cd3b-479e-a756-3f326cea5572,222050.0,2942372.0,Progressive rock|classic rock|70s|rock|british,https://www.last.fm/music/Barclay+James+Harvest
BARRY WHITE,Barry White,b904d624-9e05-4398-8f4f-88fbcf022f79,1318806.0,16272798.0,soul|funk|Disco|rnb|pop,https://www.last.fm/music/Barry+White
BASHUNG,Alain Bashung,d31e78a3-4fd8-4b10-9c49-0ee8d4dfd61e,180653.0,3876579.0,french|chanson francaise|rock|chanson|rock francais,https://www.last.fm/music/Alain+Bashung
BASIA,Basia,34de4678-044a-486a-a741-4c740025374a,119360.0,1449656.0,jazz|Smooth Jazz|female vocalists|polish|pop,https://www.last.fm/music/Basia
BASTILLE,Bastille,7808accb-6395-4b25-858c-678bbb73896b,2419167.0,91965577.0,indie|electronic|alternative|british|House,https://www.last.fm/music/Bastille
BAZZI,Bazzi,edf81f9b-d3f0-4d57-9636-d08e851b1640,1462182.0,37764714.0,rnb|pop|american|singer-songwriter|Hip-Hop,https://www.last.fm/music/Bazzi
BB BRUNES,BB Brunes,2847fad5-1352-4abc-86fa-72ac0d79cb1f,155373.0,3395307.0,french|indie rock|rock|French rock|Garage Rock,https://www.last.fm/music/BB+Brunes
BB MODEL,BB Model,63877f65-4a4a-4d4a-87f0-60632ab5629a,403.0,1444.0,,https://www.last.fm/music/BB+Model
BBE,BBE,5a680dc4-993a-4acd-9d93-c2b3ad1ff0b2,137094.0,606048.0,trance|electronic|progressive trance|dance|techno,https://www.last.fm/music/BBE
BBYCLOSE,bbyclose,f288b695-79bd-45d2-83b8-6c71df05f8ea,10611.0,49805.0,euro house|tech house,https://www.last.fm/music/bbyclose
BEABADOOBEE,beabadoobee,88d17133-abbc-42db-9526-4e2c1db60336,2661865.0,329743746.0,indie pop|indie rock|indie|bedroom pop|dream pop,https://www.last.fm/music/beabadoobee
BEACH BOYS,The Beach Boys,ebfc1398-8d96-47e3-82c3-f782abcdb13d,4139059.0,165923842.0,classic rock|60s|pop|Surf|rock,https://www.last.fm/music/The+Beach+Boys
BEACH WEATHER,Beach Weather,ddb0a21a-af9f-4333-aa31-214bdaafad37,1423630.0,25700659.0,indie|indie rock|rock|alternative|USA,https://www.last.fm/music/Beach+Weather
BEAT SYSTEM,Beat System,fbe6f51e-bb09-4890-bff6-fe6f947ebb0c,5409.0,36014.0,eurodance|90s|90's|pop|Home collection,https://www.last.fm/music/Beat+System
BEBE CHARLI,BEBE CHARLI,,47.0,132.0,,https://www.last.fm/music/BEBE+CHARLI
BEBE REXHA,Bebe Rexha,db8fad3a-e131-47a1-8782-c2ee93708cdd,1493120.0,39385184.0,pop|female vocalists|electronic|singer-songwriter|alternative,https://www.last.fm/music/Bebe+Rexha
BEBEL GILBERTO,Bebel Gilberto,8777a849-fb4e-4430-9918-170f619c5286,631198.0,8723164.0,Bossa Nova|brazilian|female vocalists|jazz|chillout,https://www.last.fm/music/Bebel+Gilberto
BECKY G,Becky G,eb90c8b8-d733-4c14-a293-105c3d1ba9b3,1479127.0,26135531.0,pop|female vocalists|rap|Hip-Hop|latin,https://www.last.fm/music/Becky+G
BECKY HILL,Becky Hill,27bc6f5b-4585-49ab-8d7d-c62b59f5f010,609743.0,9322932.0,pop|british|UK|female vocalists|the voice,https://www.last.fm/music/Becky+Hill
BEE GEES,Bee Gees,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,3476485.0,70515886.0,Disco|pop|70s|classic rock|oldies,https://www.last.fm/music/Bee+Gees
BEENDO Z,Beendo Z,30c52f93-4dd0-4e43-adee-7c985d2534e4,31821.0,1315878.0,french|france|trap,https://www.last.fm/music/Beendo+Z
BEES,The Bees,276cfa71-caa8-4bf4-b522-39a8086e7c6b,337259.0,3536633.0,indie|indie rock|alternative|rock|indie pop,https://www.last.fm/music/The+Bees
BEKAR,Bekar,f5868fbb-f2a6-43ce-be63-fd0232385a31,50434.0,4163618.0,french|france|Rap FR,https://www.last.fm/music/Bekar
BELLINI,Bellini,9e4b3bc8-1153-4f8f-87ce-f46035bae7ea,365200.0,2427269.0,dance|math rock|indie|noise rock|samba,https://www.last.fm/music/Bellini
BELLO&DALLAS,bello&dallas,,10728.0,288744.0,,https://www.last.fm/music/bello&dallas
BEN HARPER,Ben Harper,1582a5b8-538e-45e7-9ae4-4099439a0e79,1558869.0,30937491.0,singer-songwriter|rock|acoustic|folk|alternative,https://www.last.fm/music/Ben+Harper
BEN HARPER AND THE BLIND BOYS OF ALABAMA,Ben Harper And The Blind Boys Of Alabama,,96170.0,617847.0,blues|gospel|folk|singer-songwriter|rock,https://www.last.fm/music/Ben+Harper+And+The+Blind+Boys+Of+Alabama
BEN L'ONCLE SOUL,Ben l'Oncle Soul,,253917.0,3106369.0,soul|french|french soul|retro soul|motown,https://www.last.fm/music/Ben+l%27Oncle+Soul
BEN MAZUE,Ben Mazué,6bc23bdf-751e-4873-8468-d3ba41087c07,90446.0,1636814.0,acoustic|french|rap francais|indie|pop,https://www.last.fm/music/Ben+Mazu%C3%A9
BEN MAZUÉ,Ben Mazué,6bc23bdf-751e-4873-8468-d3ba41087c07,90446.0,1636814.0,acoustic|french|rap francais|indie|pop,https://www.last.fm/music/Ben+Mazu%C3%A9
BEN-J,Ben-J,6f3c4ff0-d7c4-43cd-bb02-89936b334125,1080.0,3852.0,,https://www.last.fm/music/Ben-J
BENAB,Benab,be6e2736-4a22-465a-86ce-ca4a8619c324,23418.0,641980.0,french|rap|hip hop|france,https://www.last.fm/music/Benab
BENABAR,Bénabar,93942b87-215a-4626-b5ec-bf129d9fa2f6,159287.0,2200738.0,french|chanson francaise|nouvelle scene francaise|singer-songwriter|francais,https://www.last.fm/music/B%C3%A9nabar
BENASH,Benash,f4fdde1f-d1c7-46fd-8b01-451af64ad964,12839.0,154640.0,rap|Hip-Hop,https://www.last.fm/music/Benash
BENASSI BROS,Benassi Bros.,52fb411d-5884-497e-9cc1-1e0eb3cfcb01,310506.0,2999853.0,House|electronic|dance|techno|trance,https://www.last.fm/music/Benassi+Bros.
BENEE,BENEE,b8cc2c1b-f62e-4a60-a9a6-5ebae2ec040b,1032026.0,21789106.0,pop|indie pop|indie|New Zealand|female vocalists,https://www.last.fm/music/BENEE
BENJAMIN BIOLAY,Benjamin Biolay,f0c58dc1-8262-410e-a38b-e4f92e14759a,235892.0,4387638.0,french|singer-songwriter|chanson francaise|chanson|francais,https://www.last.fm/music/Benjamin+Biolay
BENJAMIN CLEMENTINE,Benjamin Clementine,578e5d1c-be21-4158-b147-30aad67f207d,192075.0,3504923.0,singer-songwriter|soul|piano|chamber pop|male vocalists,https://www.last.fm/music/Benjamin+Clementine
BENNETT,Bennett,51e60d6d-a964-4978-80c3-5da17e6ea6b7,370613.0,4292334.0,rap|swedish|techno|Hip-Hop|Need to Rate,https://www.last.fm/music/Bennett
BENNY B,Benny B,64c02b1d-8510-4f1a-9d75-3041be3cbcce,9667.0,50810.0,rap|hip hop|Hip-Hop|trance|france,https://www.last.fm/music/Benny+B
BENNY BENASSI,Benny Benassi,674bf89f-8e70-4472-929d-6b4ed6f98c88,1779679.0,19779583.0,electronic|House|techno|dance|trance,https://www.last.fm/music/Benny+Benassi
BENNY BLANCO,benny blanco,05aab861-e2fc-492c-8549-c6a1b6cfefa0,1481135.0,41639246.0,pop|hip hop|electronic|Hip-Hop|Selena Gomez,https://www.last.fm/music/benny+blanco
BENOIT,Benoit,28a50087-b9da-4848-88a2-01fafbdf993d,8145.0,49113.0,hardcore|dance|hardcore punk|grindcore|chaotic hardcore,https://www.last.fm/music/Benoit
BENSON BOONE,Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,1502770.0,46530917.0,pop|pop rock|rock|my top songs|USA,https://www.last.fm/music/Benson+Boone
BENZZ,Benzz,8c69812d-dfac-43b0-9cb6-de9db2693b7d,169616.0,1994000.0,UK|UK Drill|rap|english|drill,https://www.last.fm/music/Benzz
BERGER/GALL,Berger/Gall,,14.0,385.0,,https://www.last.fm/music/Berger%2FGall
BERNARD LAVILLIERS,Bernard Lavilliers,8bef9bae-a250-4c4e-8e5e-b2f81607db2a,77371.0,1080629.0,chanson francaise|french|rock|rock francais|france,https://www.last.fm/music/Bernard+Lavilliers
BERTHE SYLVA,Berthe Sylva,d4fdbae2-1f99-4d02-badb-d00311e5a4ac,19066.0,76950.0,chanson francaise|french|All|chanson realiste|chanson populaire francaise,https://www.last.fm/music/Berthe+Sylva
BETTE MIDLER,Bette Midler,ed333e8b-d18a-49fc-b361-4ec9731dfdba,595404.0,5384872.0,female vocalists|pop|80s|rock|singer-songwriter,https://www.last.fm/music/Bette+Midler
BEVERLEY CRAVEN,Beverley Craven,996417f3-5457-4b9f-9bd7-2cfb3d338d49,97135.0,777725.0,pop|female vocalists|singer-songwriter|80s|90s,https://www.last.fm/music/Beverley+Craven
BEYONCE,Beyoncé,859d0860-d480-4efd-970c-c05d5f1776b8,6411624.0,704415072.0,rnb|pop|female vocalists|soul|Hip-Hop,https://www.last.fm/music/Beyonc%C3%A9
BEYONCÉ,Beyoncé,859d0860-d480-4efd-970c-c05d5f1776b8,6411624.0,704415072.0,rnb|pop|female vocalists|soul|Hip-Hop,https://www.last.fm/music/Beyonc%C3%A9
BHASKAR,Bhaskar,69d3c7c9-ca47-4e0c-ba2f-623d1ae2dcf9,117718.0,1255816.0,House|psy|techno|dance|brazil,https://www.last.fm/music/Bhaskar
BIG BOI,Big Boi,9724aa19-fdf9-49d0-9f9d-944e462e2a5c,710297.0,12184315.0,Hip-Hop|rap|Dirty South|hip hop|atlanta,https://www.last.fm/music/Big+Boi
BIG SEAN,Big Sean,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,2797924.0,57715783.0,Hip-Hop|rap|hip hop|good music|big sean,https://www.last.fm/music/Big+Sean
BIG SHAQ,Big Shaq,a5430dfe-fb73-4fed-bfb6-8368b007e0d3,244399.0,1347501.0,Hip-Hop|Grime|comedy|rap|no ketchup just sauce,https://www.last.fm/music/Big+Shaq
BIG SOUL,Big Soul,29dd149f-44c8-48b6-b590-f2bc0ce6ae12,22119.0,201585.0,rock|funk|indie|alternative rock|hardcore,https://www.last.fm/music/Big+Soul
BIGA RANX,Biga Ranx,1515c76e-333d-43c1-bade-deebcc2028ef,36278.0,499436.0,reggae|french|rap|dub|hip hop,https://www.last.fm/music/Biga+Ranx
BIGA*RANX,Biga Ranx,1515c76e-333d-43c1-bade-deebcc2028ef,36278.0,499436.0,reggae|french|rap|dub|hip hop,https://www.last.fm/music/Biga+Ranx
BIGFLO,BIGFLO,9d5cc286-b280-4eb6-8f12-0bd79e485147,13292.0,235367.0,k-pop|Korean|BIGFLO|male vocalists|Kpop,https://www.last.fm/music/BIGFLO
BILAL HASSANI,Bilal Hassani,cbc97f60-f539-406f-859e-3599188d20c8,48927.0,2894365.0,pop|Eurovision|french|Eurovision 2019|eurovision song contest 2019,https://www.last.fm/music/Bilal+Hassani
BILLIE EILISH,Billie Eilish,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,4258866.0,844175318.0,pop|indie pop|electropop|art pop|alternative,https://www.last.fm/music/Billie+Eilish
BILLY CRAWFORD,Billy Crawford,d4720ba6-5571-42c6-b542-94a77e696a90,34649.0,266815.0,pop|dance|male vocalists|soul|r&b,https://www.last.fm/music/Billy+Crawford
BILLY JOEL,Billy Joel,64b94289-9474-4d43-8c93-918ccc1920d1,4080054.0,130853077.0,classic rock|singer-songwriter|rock|pop|piano,https://www.last.fm/music/Billy+Joel
BILLY PAUL,Billy Paul,7e8a2d88-ebed-433c-9971-643a66834835,463655.0,2942951.0,soul|70s|jazz|rhythm and blues|philly soul,https://www.last.fm/music/Billy+Paul
BILLY PAUL AND BILL WITHERS,Bill Withers,fd1a2d9d-9bb6-44de-83a3-41560658aba9,2732925.0,41304059.0,soul|funk|70s|rhythm and blues|rnb,https://www.last.fm/music/Bill+Withers
BILLY ZE KICK,Billy Ze Kick,b9b27e28-287f-4b68-a419-05326b31bdbf,10702.0,89728.0,chanson francaise|rock|french|france|francais,https://www.last.fm/music/Billy+Ze+Kick
BILLY ZE KICK ET LES GAMINS EN FOLIE,Billy Ze Kick et Les Gamins En Folie,,13678.0,116377.0,rock|chanson francaise|french|chanson|lesser known yet streamable artists,https://www.last.fm/music/Billy+Ze+Kick+et+Les+Gamins+En+Folie
BIPOLAR SUNSHINE,Bipolar Sunshine,ba9cfe3a-1aef-4a2a-9d97-03a624ca899c,177270.0,1081995.0,indie|electronic|psychedelic|All|british,https://www.last.fm/music/Bipolar+Sunshine
BIRDY,Birdy,1b8bdee5-783a-4eca-88e5-3e9460739546,1805404.0,50123434.0,folk|indie|female vocalists|british|singer-songwriter,https://www.last.fm/music/Birdy
BISSO NA BISSO,Bisso na Bisso,,8161.0,69879.0,Hip-Hop|french|Congolese|france|francais,https://www.last.fm/music/Bisso+na+Bisso
BISWAJIT MAHAPATRA,Biswajit Mahapatra,,12.0,38.0,,https://www.last.fm/music/Biswajit+Mahapatra
BIWAÏ,Biwaï,,4012.0,37813.0,,https://www.last.fm/music/Biwa%C3%AF
BJ The Chicago Kid,BJ The Chicago Kid,,392236.0,3863069.0,rnb|soul|Neo-Soul|Hip-Hop|chicago,https://www.last.fm/music/BJ+The+Chicago+Kid
BJORK,Björk,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,3477653.0,261250976.0,electronic|experimental|alternative|female vocalists|icelandic,https://www.last.fm/music/Bj%C3%B6rk
BL3SS,Bl3ss,,379016.0,3917773.0,House|UK|deep house|electronic|Organ house,https://www.last.fm/music/Bl3ss
BLACK,Black,738457fb-624c-40db-b68c-66c7a238a955,432165.0,3501302.0,80s|pop|soft rock|singer-songwriter|rock,https://www.last.fm/music/Black
BLACK ATTAK,Black Attack,783491db-c4ca-4d85-b3ad-66abc35edf2a,28667.0,197961.0,rap|Hip-Hop|90s|oldschool|hip hop,https://www.last.fm/music/Black+Attack
BLACK EYED PEAS,Black Eyed Peas,d5be5333-4171-427e-8e12-732087c6b78e,5767734.0,155310859.0,Hip-Hop|pop|rnb|rap|hip hop,https://www.last.fm/music/Black+Eyed+Peas
BLACK KEYS (THE),The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,3316527.0,196989722.0,blues rock|blues|rock|indie rock|indie,https://www.last.fm/music/The+Black+Keys
BLACK M,Black M,c05e50ac-63f1-4f65-a9d6-154ce3e82654,123777.0,1518374.0,Hip-Hop|french|hip hop|france|rap,https://www.last.fm/music/Black+M
BLACK PUMAS,Black Pumas,dd569857-d15e-4dbe-baad-b46a5ffe34a0,499316.0,8227223.0,soul|rnb|Psychedelic Soul|rock|blues,https://www.last.fm/music/Black+Pumas
BLACK-T,Black-T,e6003901-0ab2-40cb-b149-bad7320d731c,1352.0,11827.0,,https://www.last.fm/music/Black-T
BLACKBEAR,blackbear,e07d9474-00ea-4460-ac27-88b46b3d976e,1798113.0,70862005.0,electronic|pop|hip hop|Hip-Hop|rnb,https://www.last.fm/music/blackbear
BLACKPINK,BLACKPINK,48646387-1664-4c9a-9139-9bfd091b823c,2021000.0,316525298.0,k-pop|Kpop|pop|Korean|blackpink,https://www.last.fm/music/BLACKPINK
BLACKSTREET,Blackstreet,d72d000b-b860-44f4-9ac1-5d82e3fff9a9,1295358.0,8843598.0,rnb|Hip-Hop|90s|soul|rap,https://www.last.fm/music/Blackstreet
BLANDINE,Blandine,7e03542c-ba2f-4850-8abc-d170faa16d2c,790.0,5787.0,female vocalist|french|pop,https://www.last.fm/music/Blandine
BLOC PARTY,Bloc Party,8c538f11-c141-4588-8ecb-931083524186,3362059.0,155016700.0,indie|indie rock|british|alternative|rock,https://www.last.fm/music/Bloc+Party
BLOCBOY JB,BlocBoy JB,a62e2b14-812a-41a1-884d-5a138705ad2d,562534.0,6124778.0,memphis|rap|Hip-Hop|Southern Hip Hop|trap,https://www.last.fm/music/BlocBoy+JB
